auction,price,dateTime
753,3851,2024-01-01T10:05:15
626,17773,2024-01-01T10:01:53
287,65621,2024-01-01T10:03:23
310,19012,2024-01-01T10:00:51
713,54663,2024-01-01T10:07:32
6,62883,2024-01-01T10:01:28
722,79460,2024-01-01T10:01:05
343,77202,2024-01-01T10:05:28
132,4939,2024-01-01T10:03:32
470,2719,2024-01-01T10:01:41
801,4218,2024-01-01T10:05:52
280,67665,2024-01-01T10:06:05
45,48682,2024-01-01T10:00:54
17,76050,2024-01-01T10:02:47
694,76997,2024-01-01T10:01:54
772,36276,2024-01-01T10:01:36
997,46311,2024-01-01T10:04:34
510,78061,2024-01-01T10:03:50
760,31838,2024-01-01T10:01:20
141,70559,2024-01-01T10:00:51
647,53492,2024-01-01T10:03:18
752,20444,2024-01-01T10:07:48
678,75688,2024-01-01T10:05:44
247,49870,2024-01-01T10:04:19
12,21901,2024-01-01T10:06:30
56,43302,2024-01-01T10:00:41
570,98464,2024-01-01T10:04:54
634,91603,2024-01-01T10:01:50
842,79837,2024-01-01T10:06:25
645,61063,2024-01-01T10:01:50
835,19037,2024-01-01T10:05:40
807,3469,2024-01-01T10:03:20
939,60573,2024-01-01T10:04:43
832,23942,2024-01-01T10:02:44
959,65391,2024-01-01T10:07:35
670,34566,2024-01-01T10:02:14
648,25266,2024-01-01T10:01:05
542,59468,2024-01-01T10:00:25
736,42847,2024-01-01T10:06:10
222,35623,2024-01-01T10:06:03
81,74802,2024-01-01T10:07:12
687,28817,2024-01-01T10:06:57
741,33085,2024-01-01T10:07:19
643,19460,2024-01-01T10:02:39
365,74896,2024-01-01T10:01:27
738,95258,2024-01-01T10:06:03
148,99767,2024-01-01T10:00:07
716,60832,2024-01-01T10:06:48
511,4009,2024-01-01T10:00:44
971,88069,2024-01-01T10:06:45
239,98657,2024-01-01T10:04:36
956,32519,2024-01-01T10:00:13
622,44267,2024-01-01T10:07:15
377,93678,2024-01-01T10:03:16
619,57137,2024-01-01T10:01:21
710,2523,2024-01-01T10:02:12
369,40512,2024-01-01T10:01:12
941,68292,2024-01-01T10:03:19
866,90751,2024-01-01T10:03:21
114,69770,2024-01-01T10:03:59
196,9118,2024-01-01T10:02:55
582,96856,2024-01-01T10:04:25
102,85464,2024-01-01T10:02:22
749,14784,2024-01-01T10:03:38
694,37596,2024-01-01T10:01:06
969,16688,2024-01-01T10:00:16
285,58727,2024-01-01T10:00:40
379,78473,2024-01-01T10:04:50
796,31163,2024-01-01T10:03:35
443,69436,2024-01-01T10:05:50
728,10630,2024-01-01T10:06:04
84,34643,2024-01-01T10:01:49
818,73596,2024-01-01T10:03:35
310,61384,2024-01-01T10:04:55
647,20044,2024-01-01T10:05:33
38,47503,2024-01-01T10:07:40
704,67908,2024-01-01T10:06:37
884,4109,2024-01-01T10:00:10
213,1133,2024-01-01T10:01:24
808,70014,2024-01-01T10:03:15
747,67156,2024-01-01T10:07:05
993,29300,2024-01-01T10:03:59
863,49519,2024-01-01T10:02:31
354,74229,2024-01-01T10:01:11
377,53921,2024-01-01T10:04:10
619,49332,2024-01-01T10:02:56
956,5149,2024-01-01T10:05:51
919,42937,2024-01-01T10:00:07
862,5407,2024-01-01T10:01:28
821,43686,2024-01-01T10:05:34
774,14620,2024-01-01T10:04:31
546,91263,2024-01-01T10:06:09
773,8044,2024-01-01T10:02:16
918,93938,2024-01-01T10:00:12
21,40814,2024-01-01T10:05:38
170,80683,2024-01-01T10:07:52
183,35990,2024-01-01T10:06:46
60,64918,2024-01-01T10:05:58
781,52658,2024-01-01T10:07:46
624,76357,2024-01-01T10:03:18
662,52643,2024-01-01T10:02:40
302,27279,2024-01-01T10:06:51
788,46699,2024-01-01T10:06:07
914,62293,2024-01-01T10:01:08
179,27077,2024-01-01T10:04:44
21,68298,2024-01-01T10:05:27
642,85565,2024-01-01T10:06:19
785,5063,2024-01-01T10:02:28
498,3581,2024-01-01T10:05:35
367,23967,2024-01-01T10:02:31
146,94012,2024-01-01T10:00:12
447,29285,2024-01-01T10:02:33
299,76009,2024-01-01T10:02:50
977,45221,2024-01-01T10:07:26
851,95925,2024-01-01T10:00:27
560,78674,2024-01-01T10:02:29
701,6155,2024-01-01T10:07:17
206,20841,2024-01-01T10:02:14
229,74664,2024-01-01T10:00:47
993,36080,2024-01-01T10:04:00
739,26404,2024-01-01T10:02:59
988,75045,2024-01-01T10:05:49
270,1394,2024-01-01T10:00:16
827,14931,2024-01-01T10:07:09
962,26925,2024-01-01T10:03:04
58,63707,2024-01-01T10:00:17
964,25536,2024-01-01T10:04:17
31,90596,2024-01-01T10:04:37
134,39652,2024-01-01T10:02:15
791,83345,2024-01-01T10:04:40
815,90917,2024-01-01T10:02:36
836,91065,2024-01-01T10:03:42
688,99924,2024-01-01T10:00:49
670,12359,2024-01-01T10:01:30
131,20722,2024-01-01T10:06:51
999,46106,2024-01-01T10:00:20
747,14135,2024-01-01T10:03:55
276,93602,2024-01-01T10:07:42
1,54243,2024-01-01T10:05:27
445,89420,2024-01-01T10:03:51
26,60656,2024-01-01T10:06:05
318,615,2024-01-01T10:00:48
738,14811,2024-01-01T10:05:57
510,93197,2024-01-01T10:03:20
492,48477,2024-01-01T10:01:11
531,67914,2024-01-01T10:05:59
664,68446,2024-01-01T10:02:20
355,25528,2024-01-01T10:05:26
118,22805,2024-01-01T10:02:26
311,9184,2024-01-01T10:01:44
711,32709,2024-01-01T10:04:05
46,87632,2024-01-01T10:05:58
479,22068,2024-01-01T10:07:02
545,96064,2024-01-01T10:07:46
422,10675,2024-01-01T10:07:04
952,40737,2024-01-01T10:02:34
182,70404,2024-01-01T10:03:58
258,52058,2024-01-01T10:02:32
799,96274,2024-01-01T10:03:58
824,14498,2024-01-01T10:02:28
597,2156,2024-01-01T10:07:24
737,21348,2024-01-01T10:00:58
757,44719,2024-01-01T10:04:50
104,37700,2024-01-01T10:01:03
392,99149,2024-01-01T10:07:11
752,95797,2024-01-01T10:01:39
853,60578,2024-01-01T10:05:28
321,65467,2024-01-01T10:02:47
996,8419,2024-01-01T10:03:10
648,44583,2024-01-01T10:02:57
899,46867,2024-01-01T10:03:41
520,11460,2024-01-01T10:07:18
301,33577,2024-01-01T10:00:12
701,4510,2024-01-01T10:00:58
288,77965,2024-01-01T10:02:37
181,68554,2024-01-01T10:07:38
996,88427,2024-01-01T10:03:44
883,71707,2024-01-01T10:06:16
916,71335,2024-01-01T10:00:21
424,99382,2024-01-01T10:01:27
648,69217,2024-01-01T10:01:02
820,33456,2024-01-01T10:01:57
797,85694,2024-01-01T10:02:03
648,98341,2024-01-01T10:04:22
260,46461,2024-01-01T10:02:04
696,98407,2024-01-01T10:05:12
739,6735,2024-01-01T10:01:14
963,98305,2024-01-01T10:04:21
209,58973,2024-01-01T10:05:17
701,90122,2024-01-01T10:03:23
554,73157,2024-01-01T10:06:47
647,68925,2024-01-01T10:06:53
980,71970,2024-01-01T10:00:00
49,68524,2024-01-01T10:02:29
515,19545,2024-01-01T10:07:30
415,46375,2024-01-01T10:07:18
163,38791,2024-01-01T10:01:31
339,26043,2024-01-01T10:07:52
259,70505,2024-01-01T10:02:13
416,32296,2024-01-01T10:03:10
516,10009,2024-01-01T10:03:16
708,29271,2024-01-01T10:07:36
631,17104,2024-01-01T10:06:01
987,57265,2024-01-01T10:05:44
944,24959,2024-01-01T10:01:19
489,17798,2024-01-01T10:07:09
549,94774,2024-01-01T10:02:47
399,92912,2024-01-01T10:01:43
406,57842,2024-01-01T10:07:43
624,21210,2024-01-01T10:07:01
921,91653,2024-01-01T10:01:19
537,49317,2024-01-01T10:00:28
447,717,2024-01-01T10:07:28
414,51323,2024-01-01T10:00:22
240,61760,2024-01-01T10:07:27
647,16270,2024-01-01T10:05:52
555,81902,2024-01-01T10:07:36
154,49841,2024-01-01T10:07:57
591,53009,2024-01-01T10:06:42
932,21136,2024-01-01T10:02:56
99,3134,2024-01-01T10:01:59
238,74700,2024-01-01T10:02:11
471,35797,2024-01-01T10:07:19
