id,seller,dateTime,expires
424,seller_34,2024-01-01T10:48:39,2024-01-01T10:51:39
425,seller_10,2024-01-01T10:54:33,2024-01-01T11:03:33
426,seller_10,2024-01-01T10:55:33,2024-01-01T11:03:33
427,seller_31,2024-01-01T10:26:12,2024-01-01T10:28:12
428,seller_50,2024-01-01T10:21:44,2024-01-01T10:31:44
429,seller_6,2024-01-01T10:54:44,2024-01-01T10:59:44
430,seller_40,2024-01-01T10:07:06,2024-01-01T10:12:06
431,seller_34,2024-01-01T10:00:14,2024-01-01T10:05:14
432,seller_30,2024-01-01T10:05:04,2024-01-01T10:10:04
433,seller_29,2024-01-01T10:19:55,2024-01-01T10:25:55
434,seller_31,2024-01-01T10:25:24,2024-01-01T10:27:24
435,seller_21,2024-01-01T10:06:59,2024-01-01T10:13:59
436,seller_22,2024-01-01T10:59:14,2024-01-01T11:02:14
437,seller_3,2024-01-01T10:10:11,2024-01-01T10:13:11
438,seller_29,2024-01-01T10:07:47,2024-01-01T10:11:47
439,seller_10,2024-01-01T10:42:57,2024-01-01T10:50:57
440,seller_1,2024-01-01T10:58:53,2024-01-01T11:08:53
441,seller_33,2024-01-01T10:44:06,2024-01-01T10:50:06
442,seller_30,2024-01-01T10:02:57,2024-01-01T10:11:57
443,seller_37,2024-01-01T10:05:01,2024-01-01T10:15:01
444,seller_37,2024-01-01T10:02:12,2024-01-01T10:10:12
445,seller_32,2024-01-01T10:01:17,2024-01-01T10:09:17
446,seller_45,2024-01-01T10:19:13,2024-01-01T10:27:13
447,seller_38,2024-01-01T10:16:06,2024-01-01T10:20:06
448,seller_32,2024-01-01T10:21:46,2024-01-01T10:25:46
449,seller_45,2024-01-01T10:17:04,2024-01-01T10:27:04
450,seller_26,2024-01-01T10:40:54,2024-01-01T10:48:54
451,seller_1,2024-01-01T10:46:26,2024-01-01T10:47:26
452,seller_30,2024-01-01T10:45:46,2024-01-01T10:47:46
453,seller_30,2024-01-01T10:15:00,2024-01-01T10:17:00
454,seller_14,2024-01-01T10:25:28,2024-01-01T10:26:28
455,seller_44,2024-01-01T10:23:03,2024-01-01T10:31:03
456,seller_22,2024-01-01T10:47:46,2024-01-01T10:51:46
457,seller_6,2024-01-01T10:12:24,2024-01-01T10:22:24
458,seller_12,2024-01-01T10:46:36,2024-01-01T10:53:36
459,seller_32,2024-01-01T10:16:14,2024-01-01T10:18:14
460,seller_20,2024-01-01T10:54:44,2024-01-01T11:00:44
461,seller_32,2024-01-01T10:17:40,2024-01-01T10:19:40
462,seller_38,2024-01-01T10:59:45,2024-01-01T11:04:45
463,seller_47,2024-01-01T10:02:06,2024-01-01T10:04:06
464,seller_22,2024-01-01T10:04:03,2024-01-01T10:09:03
465,seller_6,2024-01-01T10:12:15,2024-01-01T10:18:15
466,seller_41,2024-01-01T10:00:15,2024-01-01T10:08:15
467,seller_1,2024-01-01T10:58:01,2024-01-01T11:03:01
468,seller_9,2024-01-01T10:57:55,2024-01-01T11:03:55
469,seller_25,2024-01-01T10:33:32,2024-01-01T10:36:32
470,seller_50,2024-01-01T10:39:53,2024-01-01T10:46:53
471,seller_33,2024-01-01T10:00:25,2024-01-01T10:10:25
472,seller_29,2024-01-01T10:31:47,2024-01-01T10:35:47
473,seller_44,2024-01-01T10:56:51,2024-01-01T11:04:51
474,seller_39,2024-01-01T10:49:42,2024-01-01T10:53:42
475,seller_20,2024-01-01T10:27:35,2024-01-01T10:32:35
476,seller_4,2024-01-01T10:07:38,2024-01-01T10:08:38
477,seller_19,2024-01-01T10:46:38,2024-01-01T10:48:38
478,seller_50,2024-01-01T10:54:38,2024-01-01T11:03:38
479,seller_11,2024-01-01T10:55:49,2024-01-01T11:02:49
480,seller_32,2024-01-01T10:45:30,2024-01-01T10:50:30
481,seller_46,2024-01-01T10:57:24,2024-01-01T11:07:24
482,seller_45,2024-01-01T10:37:03,2024-01-01T10:44:03
483,seller_2,2024-01-01T10:28:24,2024-01-01T10:38:24
484,seller_23,2024-01-01T10:39:04,2024-01-01T10:49:04
485,seller_39,2024-01-01T10:06:04,2024-01-01T10:14:04
486,seller_36,2024-01-01T10:52:50,2024-01-01T10:58:50
487,seller_28,2024-01-01T10:17:01,2024-01-01T10:19:01
488,seller_50,2024-01-01T10:19:22,2024-01-01T10:26:22
489,seller_8,2024-01-01T10:51:13,2024-01-01T10:55:13
490,seller_47,2024-01-01T10:19:24,2024-01-01T10:28:24
491,seller_21,2024-01-01T10:20:12,2024-01-01T10:22:12
492,seller_16,2024-01-01T10:29:21,2024-01-01T10:39:21
493,seller_42,2024-01-01T10:34:14,2024-01-01T10:41:14
494,seller_23,2024-01-01T10:52:13,2024-01-01T10:57:13
495,seller_49,2024-01-01T10:59:33,2024-01-01T11:05:33
496,seller_29,2024-01-01T10:19:09,2024-01-01T10:20:09
497,seller_21,2024-01-01T10:29:36,2024-01-01T10:39:36
498,seller_24,2024-01-01T10:43:49,2024-01-01T10:47:49
499,seller_11,2024-01-01T10:16:08,2024-01-01T10:21:08
500,seller_13,2024-01-01T10:49:40,2024-01-01T10:58:40
501,seller_30,2024-01-01T10:36:33,2024-01-01T10:43:33
502,seller_14,2024-01-01T10:36:24,2024-01-01T10:46:24
503,seller_28,2024-01-01T10:39:24,2024-01-01T10:40:24
504,seller_44,2024-01-01T10:42:28,2024-01-01T10:52:28
505,seller_7,2024-01-01T10:51:44,2024-01-01T10:52:44
506,seller_5,2024-01-01T10:26:23,2024-01-01T10:35:23
507,seller_22,2024-01-01T10:27:56,2024-01-01T10:31:56
508,seller_50,2024-01-01T10:37:34,2024-01-01T10:46:34
509,seller_18,2024-01-01T10:52:58,2024-01-01T11:02:58
510,seller_19,2024-01-01T10:33:28,2024-01-01T10:35:28
511,seller_24,2024-01-01T10:28:06,2024-01-01T10:37:06
512,seller_47,2024-01-01T10:17:13,2024-01-01T10:24:13
513,seller_38,2024-01-01T10:01:04,2024-01-01T10:09:04
514,seller_43,2024-01-01T10:58:35,2024-01-01T11:08:35
515,seller_35,2024-01-01T10:35:41,2024-01-01T10:39:41
516,seller_48,2024-01-01T10:00:23,2024-01-01T10:04:23
517,seller_25,2024-01-01T10:02:21,2024-01-01T10:04:21
518,seller_44,2024-01-01T10:05:39,2024-01-01T10:10:39
519,seller_50,2024-01-01T10:19:42,2024-01-01T10:28:42
520,seller_1,2024-01-01T10:18:23,2024-01-01T10:24:23
521,seller_35,2024-01-01T10:41:49,2024-01-01T10:42:49
522,seller_16,2024-01-01T10:03:30,2024-01-01T10:12:30
523,seller_27,2024-01-01T10:07:21,2024-01-01T10:14:21
524,seller_1,2024-01-01T10:40:07,2024-01-01T10:41:07
525,seller_5,2024-01-01T10:46:14,2024-01-01T10:54:14
526,seller_30,2024-01-01T10:25:32,2024-01-01T10:33:32
527,seller_36,2024-01-01T10:02:25,2024-01-01T10:04:25
528,seller_18,2024-01-01T10:15:56,2024-01-01T10:20:56
529,seller_33,2024-01-01T10:24:22,2024-01-01T10:25:22
530,seller_33,2024-01-01T10:12:33,2024-01-01T10:16:33
531,seller_14,2024-01-01T10:54:20,2024-01-01T10:56:20
532,seller_18,2024-01-01T10:15:40,2024-01-01T10:19:40
533,seller_38,2024-01-01T10:42:10,2024-01-01T10:44:10
534,seller_39,2024-01-01T10:36:17,2024-01-01T10:46:17
535,seller_29,2024-01-01T10:43:36,2024-01-01T10:53:36
536,seller_50,2024-01-01T10:24:31,2024-01-01T10:28:31
537,seller_14,2024-01-01T10:04:59,2024-01-01T10:13:59
538,seller_38,2024-01-01T10:35:25,2024-01-01T10:43:25
539,seller_3,2024-01-01T10:49:29,2024-01-01T10:57:29
540,seller_34,2024-01-01T10:39:40,2024-01-01T10:44:40
541,seller_6,2024-01-01T10:13:30,2024-01-01T10:22:30
542,seller_38,2024-01-01T10:21:37,2024-01-01T10:25:37
543,seller_13,2024-01-01T10:40:17,2024-01-01T10:45:17
544,seller_17,2024-01-01T10:36:25,2024-01-01T10:44:25
545,seller_37,2024-01-01T10:03:38,2024-01-01T10:10:38
546,seller_7,2024-01-01T10:26:12,2024-01-01T10:35:12
547,seller_47,2024-01-01T10:45:53,2024-01-01T10:46:53
548,seller_28,2024-01-01T10:07:57,2024-01-01T10:08:57
549,seller_47,2024-01-01T10:41:09,2024-01-01T10:45:09
550,seller_14,2024-01-01T10:54:27,2024-01-01T11:04:27
551,seller_14,2024-01-01T10:05:24,2024-01-01T10:10:24
552,seller_26,2024-01-01T10:14:54,2024-01-01T10:24:54
553,seller_29,2024-01-01T10:07:32,2024-01-01T10:14:32
554,seller_15,2024-01-01T10:55:43,2024-01-01T10:58:43
555,seller_45,2024-01-01T10:38:06,2024-01-01T10:43:06
556,seller_46,2024-01-01T10:46:44,2024-01-01T10:55:44
557,seller_15,2024-01-01T10:02:23,2024-01-01T10:06:23
558,seller_11,2024-01-01T10:20:58,2024-01-01T10:24:58
559,seller_9,2024-01-01T10:20:22,2024-01-01T10:23:22
560,seller_27,2024-01-01T10:07:28,2024-01-01T10:16:28
561,seller_33,2024-01-01T10:03:16,2024-01-01T10:05:16
562,seller_6,2024-01-01T10:47:44,2024-01-01T10:51:44
563,seller_37,2024-01-01T10:33:06,2024-01-01T10:37:06
564,seller_1,2024-01-01T10:26:33,2024-01-01T10:36:33
565,seller_45,2024-01-01T10:51:11,2024-01-01T11:01:11
566,seller_31,2024-01-01T10:28:07,2024-01-01T10:34:07
567,seller_42,2024-01-01T10:21:46,2024-01-01T10:31:46
568,seller_1,2024-01-01T10:19:26,2024-01-01T10:21:26
569,seller_39,2024-01-01T10:04:55,2024-01-01T10:07:55
570,seller_23,2024-01-01T10:00:19,2024-01-01T10:08:19
571,seller_18,2024-01-01T10:11:25,2024-01-01T10:20:25
572,seller_32,2024-01-01T10:42:22,2024-01-01T10:49:22
573,seller_16,2024-01-01T10:06:40,2024-01-01T10:12:40
574,seller_8,2024-01-01T10:41:36,2024-01-01T10:50:36
575,seller_9,2024-01-01T10:35:53,2024-01-01T10:44:53
576,seller_11,2024-01-01T10:08:52,2024-01-01T10:09:52
577,seller_28,2024-01-01T10:07:59,2024-01-01T10:17:59
578,seller_31,2024-01-01T10:11:03,2024-01-01T10:17:03
579,seller_26,2024-01-01T10:23:34,2024-01-01T10:31:34
580,seller_24,2024-01-01T10:14:13,2024-01-01T10:24:13
581,seller_8,2024-01-01T10:20:18,2024-01-01T10:30:18
582,seller_48,2024-01-01T10:45:25,2024-01-01T10:50:25
583,seller_19,2024-01-01T10:56:55,2024-01-01T11:03:55
584,seller_18,2024-01-01T10:39:30,2024-01-01T10:46:30
585,seller_26,2024-01-01T10:16:42,2024-01-01T10:19:42
586,seller_7,2024-01-01T10:49:57,2024-01-01T10:53:57
587,seller_40,2024-01-01T10:11:15,2024-01-01T10:13:15
588,seller_45,2024-01-01T10:09:12,2024-01-01T10:13:12
589,seller_25,2024-01-01T10:14:31,2024-01-01T10:19:31
590,seller_2,2024-01-01T10:30:49,2024-01-01T10:33:49
591,seller_31,2024-01-01T10:49:51,2024-01-01T10:51:51
592,seller_41,2024-01-01T10:23:54,2024-01-01T10:24:54
593,seller_44,2024-01-01T10:15:13,2024-01-01T10:25:13
594,seller_7,2024-01-01T10:13:56,2024-01-01T10:19:56
595,seller_20,2024-01-01T10:52:34,2024-01-01T10:54:34
596,seller_26,2024-01-01T10:58:19,2024-01-01T11:04:19
597,seller_20,2024-01-01T10:49:06,2024-01-01T10:53:06
598,seller_6,2024-01-01T10:27:26,2024-01-01T10:35:26
599,seller_19,2024-01-01T10:39:00,2024-01-01T10:47:00
600,seller_41,2024-01-01T10:41:30,2024-01-01T10:48:30
601,seller_24,2024-01-01T10:43:26,2024-01-01T10:47:26
602,seller_35,2024-01-01T10:21:03,2024-01-01T10:24:03
603,seller_2,2024-01-01T10:54:35,2024-01-01T11:03:35
604,seller_18,2024-01-01T10:43:32,2024-01-01T10:48:32
605,seller_37,2024-01-01T10:46:23,2024-01-01T10:54:23
606,seller_3,2024-01-01T10:54:14,2024-01-01T11:04:14
607,seller_2,2024-01-01T10:33:12,2024-01-01T10:37:12
608,seller_29,2024-01-01T10:30:09,2024-01-01T10:31:09
609,seller_43,2024-01-01T10:50:56,2024-01-01T10:55:56
610,seller_16,2024-01-01T10:40:39,2024-01-01T10:50:39
611,seller_48,2024-01-01T10:26:40,2024-01-01T10:36:40
612,seller_34,2024-01-01T10:57:46,2024-01-01T11:04:46
613,seller_19,2024-01-01T10:26:03,2024-01-01T10:36:03
614,seller_39,2024-01-01T10:35:17,2024-01-01T10:40:17
615,seller_48,2024-01-01T10:58:46,2024-01-01T11:00:46
616,seller_7,2024-01-01T10:02:35,2024-01-01T10:12:35
617,seller_48,2024-01-01T10:45:38,2024-01-01T10:55:38
618,seller_6,2024-01-01T10:21:50,2024-01-01T10:22:50
619,seller_48,2024-01-01T10:54:44,2024-01-01T11:04:44
620,seller_8,2024-01-01T10:04:54,2024-01-01T10:05:54
621,seller_39,2024-01-01T10:45:22,2024-01-01T10:47:22
622,seller_31,2024-01-01T10:54:21,2024-01-01T10:55:21
623,seller_27,2024-01-01T10:03:07,2024-01-01T10:04:07
624,seller_15,2024-01-01T10:41:41,2024-01-01T10:50:41
625,seller_42,2024-01-01T10:53:34,2024-01-01T11:01:34
626,seller_40,2024-01-01T10:19:46,2024-01-01T10:25:46
627,seller_8,2024-01-01T10:30:17,2024-01-01T10:35:17
628,seller_29,2024-01-01T10:31:14,2024-01-01T10:39:14
629,seller_30,2024-01-01T10:26:29,2024-01-01T10:28:29
630,seller_47,2024-01-01T10:30:24,2024-01-01T10:38:24
631,seller_28,2024-01-01T10:07:44,2024-01-01T10:10:44
632,seller_13,2024-01-01T10:27:23,2024-01-01T10:30:23
633,seller_9,2024-01-01T10:04:48,2024-01-01T10:06:48
634,seller_6,2024-01-01T10:39:07,2024-01-01T10:46:07
635,seller_43,2024-01-01T10:04:42,2024-01-01T10:08:42
636,seller_34,2024-01-01T10:32:07,2024-01-01T10:38:07
637,seller_40,2024-01-01T10:25:14,2024-01-01T10:30:14
638,seller_26,2024-01-01T10:39:18,2024-01-01T10:42:18
639,seller_23,2024-01-01T10:49:23,2024-01-01T10:56:23
640,seller_47,2024-01-01T10:29:00,2024-01-01T10:37:00
641,seller_15,2024-01-01T10:51:10,2024-01-01T11:00:10
642,seller_19,2024-01-01T10:54:43,2024-01-01T11:02:43
643,seller_45,2024-01-01T10:14:13,2024-01-01T10:15:13
644,seller_15,2024-01-01T10:56:13,2024-01-01T10:57:13
645,seller_32,2024-01-01T10:52:45,2024-01-01T10:58:45
646,seller_16,2024-01-01T10:08:10,2024-01-01T10:14:10
647,seller_22,2024-01-01T10:29:28,2024-01-01T10:32:28
648,seller_6,2024-01-01T10:22:08,2024-01-01T10:32:08
649,seller_29,2024-01-01T10:34:14,2024-01-01T10:42:14
650,seller_7,2024-01-01T10:38:53,2024-01-01T10:40:53
651,seller_2,2024-01-01T10:46:22,2024-01-01T10:55:22
652,seller_18,2024-01-01T10:13:30,2024-01-01T10:18:30
653,seller_7,2024-01-01T10:45:39,2024-01-01T10:49:39
654,seller_2,2024-01-01T10:29:03,2024-01-01T10:34:03
655,seller_16,2024-01-01T10:11:18,2024-01-01T10:20:18
656,seller_17,2024-01-01T10:43:55,2024-01-01T10:52:55
657,seller_48,2024-01-01T10:43:05,2024-01-01T10:48:05
658,seller_47,2024-01-01T10:09:33,2024-01-01T10:10:33
659,seller_14,2024-01-01T10:14:42,2024-01-01T10:17:42
660,seller_7,2024-01-01T10:20:22,2024-01-01T10:24:22
661,seller_19,2024-01-01T10:14:11,2024-01-01T10:16:11
662,seller_27,2024-01-01T10:03:25,2024-01-01T10:08:25
663,seller_13,2024-01-01T10:52:10,2024-01-01T11:00:10
664,seller_27,2024-01-01T10:07:45,2024-01-01T10:14:45
665,seller_42,2024-01-01T10:12:36,2024-01-01T10:17:36
666,seller_11,2024-01-01T10:10:16,2024-01-01T10:14:16
667,seller_22,2024-01-01T10:03:28,2024-01-01T10:11:28
668,seller_19,2024-01-01T10:19:54,2024-01-01T10:27:54
669,seller_49,2024-01-01T10:31:23,2024-01-01T10:35:23
670,seller_3,2024-01-01T10:39:31,2024-01-01T10:43:31
671,seller_49,2024-01-01T10:44:23,2024-01-01T10:54:23
672,seller_47,2024-01-01T10:20:39,2024-01-01T10:25:39
673,seller_50,2024-01-01T10:22:10,2024-01-01T10:32:10
674,seller_30,2024-01-01T10:13:10,2024-01-01T10:14:10
675,seller_34,2024-01-01T10:22:48,2024-01-01T10:26:48
676,seller_34,2024-01-01T10:04:07,2024-01-01T10:12:07
677,seller_3,2024-01-01T10:16:58,2024-01-01T10:19:58
678,seller_8,2024-01-01T10:59:09,2024-01-01T11:04:09
679,seller_37,2024-01-01T10:07:39,2024-01-01T10:10:39
680,seller_41,2024-01-01T10:53:38,2024-01-01T10:56:38
681,seller_20,2024-01-01T10:07:12,2024-01-01T10:09:12
682,seller_25,2024-01-01T10:52:48,2024-01-01T10:56:48
683,seller_13,2024-01-01T10:56:43,2024-01-01T11:03:43
684,seller_39,2024-01-01T10:45:18,2024-01-01T10:50:18
685,seller_48,2024-01-01T10:45:13,2024-01-01T10:50:13
686,seller_26,2024-01-01T10:40:09,2024-01-01T10:44:09
687,seller_39,2024-01-01T10:31:57,2024-01-01T10:34:57
688,seller_13,2024-01-01T10:35:07,2024-01-01T10:39:07
689,seller_28,2024-01-01T10:12:01,2024-01-01T10:17:01
690,seller_5,2024-01-01T10:34:50,2024-01-01T10:43:50
691,seller_49,2024-01-01T10:00:33,2024-01-01T10:07:33
692,seller_1,2024-01-01T10:17:59,2024-01-01T10:26:59
693,seller_41,2024-01-01T10:31:13,2024-01-01T10:35:13
694,seller_3,2024-01-01T10:04:55,2024-01-01T10:09:55
695,seller_34,2024-01-01T10:57:22,2024-01-01T11:02:22
696,seller_42,2024-01-01T10:30:09,2024-01-01T10:36:09
697,seller_30,2024-01-01T10:01:27,2024-01-01T10:11:27
698,seller_16,2024-01-01T10:41:10,2024-01-01T10:44:10
699,seller_33,2024-01-01T10:50:12,2024-01-01T11:00:12
700,seller_30,2024-01-01T10:22:40,2024-01-01T10:31:40
701,seller_46,2024-01-01T10:30:13,2024-01-01T10:37:13
702,seller_46,2024-01-01T10:07:34,2024-01-01T10:13:34
703,seller_46,2024-01-01T10:17:00,2024-01-01T10:23:00
704,seller_26,2024-01-01T10:58:32,2024-01-01T11:05:32
705,seller_33,2024-01-01T10:16:14,2024-01-01T10:18:14
706,seller_28,2024-01-01T10:18:28,2024-01-01T10:28:28
707,seller_40,2024-01-01T10:23:34,2024-01-01T10:33:34
708,seller_18,2024-01-01T10:08:27,2024-01-01T10:12:27
709,seller_37,2024-01-01T10:27:09,2024-01-01T10:37:09
710,seller_12,2024-01-01T10:55:11,2024-01-01T10:57:11
711,seller_36,2024-01-01T10:53:22,2024-01-01T10:55:22
712,seller_22,2024-01-01T10:17:03,2024-01-01T10:27:03
713,seller_33,2024-01-01T10:26:00,2024-01-01T10:36:00
714,seller_5,2024-01-01T10:33:38,2024-01-01T10:41:38
715,seller_3,2024-01-01T10:15:46,2024-01-01T10:21:46
716,seller_40,2024-01-01T10:35:50,2024-01-01T10:44:50
717,seller_35,2024-01-01T10:37:09,2024-01-01T10:41:09
718,seller_9,2024-01-01T10:12:06,2024-01-01T10:19:06
719,seller_47,2024-01-01T10:15:25,2024-01-01T10:24:25
720,seller_43,2024-01-01T10:11:58,2024-01-01T10:15:58
721,seller_36,2024-01-01T10:27:49,2024-01-01T10:32:49
722,seller_6,2024-01-01T10:04:25,2024-01-01T10:13:25
723,seller_34,2024-01-01T10:44:55,2024-01-01T10:50:55
724,seller_35,2024-01-01T10:10:40,2024-01-01T10:18:40
725,seller_10,2024-01-01T10:37:44,2024-01-01T10:38:44
726,seller_13,2024-01-01T10:29:51,2024-01-01T10:37:51
727,seller_46,2024-01-01T10:29:05,2024-01-01T10:39:05
728,seller_21,2024-01-01T10:06:05,2024-01-01T10:15:05
729,seller_21,2024-01-01T10:37:30,2024-01-01T10:39:30
730,seller_8,2024-01-01T10:59:19,2024-01-01T11:07:19
731,seller_50,2024-01-01T10:58:44,2024-01-01T11:05:44
732,seller_17,2024-01-01T10:13:14,2024-01-01T10:18:14
733,seller_3,2024-01-01T10:52:44,2024-01-01T10:55:44
734,seller_45,2024-01-01T10:39:31,2024-01-01T10:44:31
735,seller_11,2024-01-01T10:50:45,2024-01-01T10:53:45
736,seller_18,2024-01-01T10:13:53,2024-01-01T10:20:53
737,seller_26,2024-01-01T10:52:45,2024-01-01T10:53:45
738,seller_23,2024-01-01T10:24:04,2024-01-01T10:26:04
739,seller_48,2024-01-01T10:43:33,2024-01-01T10:53:33
740,seller_38,2024-01-01T10:00:19,2024-01-01T10:08:19
741,seller_4,2024-01-01T10:26:28,2024-01-01T10:31:28
742,seller_18,2024-01-01T10:55:36,2024-01-01T10:57:36
743,seller_34,2024-01-01T10:42:34,2024-01-01T10:49:34
744,seller_26,2024-01-01T10:21:56,2024-01-01T10:28:56
745,seller_18,2024-01-01T10:20:45,2024-01-01T10:28:45
746,seller_7,2024-01-01T10:17:56,2024-01-01T10:22:56
747,seller_27,2024-01-01T10:01:47,2024-01-01T10:06:47
748,seller_27,2024-01-01T10:07:21,2024-01-01T10:08:21
749,seller_38,2024-01-01T10:54:16,2024-01-01T11:00:16
750,seller_40,2024-01-01T10:08:29,2024-01-01T10:14:29
751,seller_1,2024-01-01T10:53:16,2024-01-01T11:02:16
752,seller_13,2024-01-01T10:16:11,2024-01-01T10:20:11
753,seller_37,2024-01-01T10:20:23,2024-01-01T10:23:23
754,seller_45,2024-01-01T10:33:28,2024-01-01T10:39:28
755,seller_10,2024-01-01T10:12:56,2024-01-01T10:17:56
756,seller_14,2024-01-01T10:34:39,2024-01-01T10:44:39
757,seller_18,2024-01-01T10:40:15,2024-01-01T10:49:15
758,seller_19,2024-01-01T10:43:34,2024-01-01T10:52:34
759,seller_14,2024-01-01T10:38:31,2024-01-01T10:48:31
760,seller_23,2024-01-01T10:31:09,2024-01-01T10:32:09
761,seller_37,2024-01-01T10:30:00,2024-01-01T10:38:00
762,seller_33,2024-01-01T10:06:39,2024-01-01T10:11:39
763,seller_31,2024-01-01T10:05:13,2024-01-01T10:14:13
764,seller_43,2024-01-01T10:10:44,2024-01-01T10:18:44
765,seller_19,2024-01-01T10:39:47,2024-01-01T10:46:47
766,seller_37,2024-01-01T10:06:09,2024-01-01T10:16:09
767,seller_42,2024-01-01T10:10:32,2024-01-01T10:19:32
768,seller_40,2024-01-01T10:06:45,2024-01-01T10:12:45
769,seller_32,2024-01-01T10:02:55,2024-01-01T10:09:55
770,seller_17,2024-01-01T10:49:41,2024-01-01T10:55:41
771,seller_38,2024-01-01T10:26:47,2024-01-01T10:30:47
772,seller_33,2024-01-01T10:02:11,2024-01-01T10:06:11
773,seller_9,2024-01-01T10:09:22,2024-01-01T10:19:22
774,seller_17,2024-01-01T10:54:36,2024-01-01T11:04:36
775,seller_46,2024-01-01T10:14:59,2024-01-01T10:17:59
776,seller_11,2024-01-01T10:59:52,2024-01-01T11:02:52
777,seller_50,2024-01-01T10:26:06,2024-01-01T10:34:06
778,seller_17,2024-01-01T10:10:58,2024-01-01T10:18:58
779,seller_2,2024-01-01T10:33:01,2024-01-01T10:37:01
780,seller_48,2024-01-01T10:30:30,2024-01-01T10:31:30
781,seller_43,2024-01-01T10:07:43,2024-01-01T10:09:43
782,seller_16,2024-01-01T10:10:25,2024-01-01T10:19:25
783,seller_32,2024-01-01T10:50:52,2024-01-01T10:53:52
784,seller_22,2024-01-01T10:23:08,2024-01-01T10:28:08
785,seller_28,2024-01-01T10:06:46,2024-01-01T10:12:46
786,seller_17,2024-01-01T10:22:31,2024-01-01T10:23:31
787,seller_27,2024-01-01T10:45:13,2024-01-01T10:55:13
788,seller_23,2024-01-01T10:53:25,2024-01-01T11:03:25
789,seller_25,2024-01-01T10:06:32,2024-01-01T10:15:32
790,seller_11,2024-01-01T10:29:50,2024-01-01T10:39:50
791,seller_46,2024-01-01T10:15:31,2024-01-01T10:23:31
792,seller_25,2024-01-01T10:28:07,2024-01-01T10:34:07
793,seller_39,2024-01-01T10:12:46,2024-01-01T10:15:46
794,seller_20,2024-01-01T10:18:34,2024-01-01T10:26:34
795,seller_41,2024-01-01T10:10:31,2024-01-01T10:11:31
796,seller_23,2024-01-01T10:05:43,2024-01-01T10:07:43
797,seller_11,2024-01-01T10:56:25,2024-01-01T11:00:25
798,seller_12,2024-01-01T10:35:21,2024-01-01T10:38:21
799,seller_14,2024-01-01T10:31:40,2024-01-01T10:32:40
800,seller_27,2024-01-01T10:05:46,2024-01-01T10:15:46
801,seller_29,2024-01-01T10:12:07,2024-01-01T10:22:07
802,seller_1,2024-01-01T10:10:59,2024-01-01T10:17:59
803,seller_14,2024-01-01T10:37:42,2024-01-01T10:41:42
804,seller_48,2024-01-01T10:02:33,2024-01-01T10:03:33
805,seller_34,2024-01-01T10:01:02,2024-01-01T10:03:02
806,seller_15,2024-01-01T10:35:17,2024-01-01T10:41:17
807,seller_13,2024-01-01T10:18:47,2024-01-01T10:28:47
808,seller_5,2024-01-01T10:40:33,2024-01-01T10:48:33
809,seller_31,2024-01-01T10:31:08,2024-01-01T10:40:08
810,seller_3,2024-01-01T10:31:12,2024-01-01T10:35:12
811,seller_24,2024-01-01T10:53:58,2024-01-01T11:00:58
812,seller_15,2024-01-01T10:13:06,2024-01-01T10:15:06
813,seller_3,2024-01-01T10:19:14,2024-01-01T10:28:14
814,seller_38,2024-01-01T10:05:51,2024-01-01T10:11:51
815,seller_42,2024-01-01T10:54:19,2024-01-01T11:01:19
816,seller_22,2024-01-01T10:12:00,2024-01-01T10:19:00
817,seller_48,2024-01-01T10:00:28,2024-01-01T10:04:28
818,seller_20,2024-01-01T10:12:51,2024-01-01T10:21:51
819,seller_41,2024-01-01T10:42:02,2024-01-01T10:45:02
820,seller_50,2024-01-01T10:35:19,2024-01-01T10:41:19
821,seller_2,2024-01-01T10:56:49,2024-01-01T10:58:49
822,seller_31,2024-01-01T10:49:22,2024-01-01T10:57:22
823,seller_11,2024-01-01T10:51:16,2024-01-01T10:52:16
824,seller_3,2024-01-01T10:50:16,2024-01-01T11:00:16
825,seller_28,2024-01-01T10:46:59,2024-01-01T10:47:59
826,seller_31,2024-01-01T10:18:18,2024-01-01T10:25:18
827,seller_22,2024-01-01T10:56:23,2024-01-01T10:57:23
828,seller_9,2024-01-01T10:17:05,2024-01-01T10:25:05
829,seller_23,2024-01-01T10:49:27,2024-01-01T10:53:27
830,seller_28,2024-01-01T10:30:42,2024-01-01T10:36:42
831,seller_22,2024-01-01T10:01:38,2024-01-01T10:05:38
832,seller_44,2024-01-01T10:39:37,2024-01-01T10:48:37
833,seller_49,2024-01-01T10:30:25,2024-01-01T10:39:25
834,seller_23,2024-01-01T10:57:50,2024-01-01T11:02:50
835,seller_42,2024-01-01T10:24:11,2024-01-01T10:33:11
836,seller_32,2024-01-01T10:20:53,2024-01-01T10:21:53
837,seller_7,2024-01-01T10:54:07,2024-01-01T10:57:07
838,seller_21,2024-01-01T10:58:02,2024-01-01T11:08:02
839,seller_17,2024-01-01T10:03:14,2024-01-01T10:07:14
840,seller_29,2024-01-01T10:43:41,2024-01-01T10:53:41
841,seller_18,2024-01-01T10:18:17,2024-01-01T10:24:17
842,seller_21,2024-01-01T10:26:40,2024-01-01T10:32:40
843,seller_49,2024-01-01T10:40:37,2024-01-01T10:47:37
844,seller_44,2024-01-01T10:12:21,2024-01-01T10:18:21
845,seller_33,2024-01-01T10:12:51,2024-01-01T10:13:51
846,seller_9,2024-01-01T10:40:48,2024-01-01T10:46:48
